Symptoms,Sickness
63.17233894,49.28804855
53.25999658,49.92381115
62.5768068,60.51441589
38.21933378,42.97299059
54.62713026,38.65881809
68.86377088,37.15866301
47.36805121,58.01403179
47.17836611,47.81223767
52.26830341,36.48887038
56.81858515,58.29576056
33.24711333,64.54741811
49.47277849,54.64964626
60.68589684,58.03868612
80.83142404,54.44876048
42.50467529,47.91050775
57.03971967,46.19599708
55.19882953,51.59499159
46.33438104,41.94193835
45.98247163,48.53283319
52.13735855,36.17537898
44.02808045,51.34706559
47.94531489,43.14227954
53.11067524,55.1959287
78.6891882,52.40482442
48.97039345,46.48424063
52.71051352,62.31157304
57.40374409,49.69216388
75.16054705,42.64178711
62.92128112,43.75939617
51.66784119,45.50555858
38.06230223,53.80629315
59.86545076,38.50456026
51.85683412,46.13667799
55.55034559,51.95805054
75.188306,38.47614145
58.84319864,55.74218689
61.10638584,46.67296893
59.64172896,37.42587154
45.12123391,39.54457788
46.76750836,48.21725247
56.86375541,52.02041503
59.65367011,45.80271255
49.41401347,41.53555149
49.82964454,46.12275877
66.7530628,39.06384135
63.74419589,50.73992994
50.30246605,52.75032331
48.67056906,41.1141462
52.13554733,66.82671673
47.07608025,41.98602158
52.71153019,42.59820045
62.30882297,51.77959488
49.59531225,56.32142469
67.68798491,54.80687911
43.60712992,30.56183755
32.16583719,48.1173248
54.67847986,68.7052203
69.54311761,44.41111143
48.47525066,50.44601873
56.31985358,52.7053837
26.36718952,50.77521143
56.3855645,48.31065342
49.93113161,39.98204819
54.32171206,52.84410984
62.8861372,55.39024013
56.44201596,38.21229229
75.5720077,55.65783243
39.26939072,44.81089233
52.83460013,52.77827973
33.84201451,33.72552857
48.38104078,54.87401827
65.89885191,43.06730129
51.0559397,39.34958888
65.33959544,54.81254316
71.96569049,44.75521951
55.04075149,38.81704297
62.2862793,44.53942225
60.69481714,31.00225815
50.60829643,64.24001502
59.87228383,59.59974004
59.14762322,61.31119604
57.89870305,47.0106171
46.53369311,31.05797874
76.90702159,38.62813109
50.50537049,42.06542689
54.32617963,39.59596743
43.79662604,45.9290691
60.48559591,45.00442526
52.7443942,43.69827752
51.2493851,53.56153901
61.37391913,52.13894264
42.20401537,45.39726957
46.28757621,32.7138821
45.7733521,54.53846153
33.37217283,60.83931859
51.55205485,39.82519938
68.35230694,58.79688669
61.38511131,53.43260878
71.77259854,44.19310133
59.5102663,55.86815987
62.13180683,52.7805727
59.02258228,35.26006836
67.3960907,46.38231326
55.4964774,42.96084721
62.98891059,51.17090853
33.63053494,52.07647487
44.52072125,58.34517244
45.32110527,47.06081301
56.36502981,30.01193321
37.73853049,40.93836853
63.47836544,48.5859791
61.92624344,46.63561508
39.11701787,46.8047396
60.01154646,61.7514209
64.53513637,26.18391086
59.39967503,52.77042993
58.87767976,51.49547894
54.94887036,63.90592158
49.90720244,48.55359819
57.40449861,50.62386432
61.05363656,51.70877731
36.85456944,58.84525877
62.54399845,33.68490793
62.10406791,33.75351845
58.72146915,42.52201098
45.48614813,55.03502551
58.48216573,42.23062843
55.84711176,50.18496003
62.86545495,52.79147061
62.78732746,37.56601114
52.47401259,58.11951065
61.3849531,54.1113413
48.36749738,52.49359596
72.99460734,52.52873841
48.92168478,60.25310657
71.51519185,58.65335476
61.02389898,42.92179081
62.97827704,45.72880797
61.0148099,58.19000072
57.93511074,43.48244528
71.71338911,74.3356817
42.07516029,47.21994331
76.24242364,47.16327489
59.64197499,54.9643702
68.37155059,51.75568504
60.67691052,63.69366902
34.67339749,34.43152309
51.50422223,63.47637061
69.60561282,54.69330874
73.7194683,55.21463956
51.1165241,46.09682138
54.2927964,54.96887671
63.80393678,33.62662228
63.04964007,62.87453117
73.19419265,50.46592431
61.16746277,75.99750689
44.84304751,44.88787184
64.11955313,45.64323054
68.93166315,61.38428157
36.77304331,36.30499332
52.02434613,43.90783428
60.9335088,40.54360824
42.22443643,51.80549957
43.84922189,53.40538415
58.79386053,64.78286258
30.62529175,43.88571879
55.73436129,60.02492222
73.50031918,46.62856638
57.77753034,47.84819705
58.77392855,28.97993817
27.54644928,50.58081664
57.56608102,37.75507827
49.67289191,51.0132249
53.47497336,60.46389169
61.06017858,44.22378595
53.05544379,60.13757991
44.75518093,54.42088137
31.1313356,47.73677802
45.02228846,43.05341918
40.19483459,52.64928835
72.25001751,42.76065608
42.23025588,55.02091607
54.04876167,45.50182861
72.71044203,51.33547291
47.70666356,55.33386938
56.7756362,52.08823094
38.12649259,48.97910016
66.78150289,42.31643061
64.4194893,36.27029762
63.91792091,59.59862603
60.14018216,40.73734972
51.33725587,47.39028586
59.59480993,66.77289286
44.97391851,51.77691657
70.55695307,47.86472112
68.03519063,50.02225247
34.23579449,64.04238922
68.68820863,46.27019546
52.92423751,41.22847682
59.54577256,51.73391337
49.78526991,52.67278541
41.73169758,26.23116973
38.08088784,43.84999505
59.66108867,49.14073422
78.89666039,64.49448469
24.99578174,51.55898923
45.01315866,58.72130402
48.97662001,49.86788667
59.31331328,36.6193067
54.38309502,31.7034168
61.48078504,35.34506146
54.31867338,35.81575421
59.91531242,51.23159306
68.44881392,62.51054495
44.2114383,47.69714127
33.42800147,63.54879466
58.71676342,51.58818928
73.84825398,37.94365687
49.1355709,44.91526375
59.04666958,38.94053103
76.48418412,49.25170492
54.16546895,54.53073561
67.08882479,35.3151965
59.62374839,49.7120919
66.64207407,59.76358684
36.0371477,41.83206998
56.16588548,61.76925658
75.92916655,45.71424486
54.9648754,43.18070441
52.23760739,50.16397221
65.86858929,55.1472844
90.423451,49.07362509
60.67943155,58.89691971
47.34476202,54.49324894
57.65289606,44.62397446
56.04672582,52.0913805
51.89052743,38.5019182
68.7818101,53.33525673
46.53517685,34.58074348
57.21164537,43.85745857
42.88551184,64.65653434
41.3526929,56.01043998
56.48752712,36.54282994
67.41424638,44.91896572
40.77056937,52.52086214
75.19776525,65.47916698
64.48405331,41.00889978
56.96672085,55.60364305
62.04275975,33.39188066
48.72763779,29.97656837
51.09773293,59.78793313
49.48919995,53.83863768
53.87051105,58.71052396
60.31573679,43.16522845
45.23543458,56.68283993
38.47473815,61.53574197
87.52298393,38.46481431
51.94552868,37.78617621
53.71680288,39.98339299
59.20336814,54.88762349
45.35833462,45.15437577
61.78532683,44.00253161
56.19527019,59.63240922
46.14050965,46.39200638
37.21364238,41.20833467
56.92077594,32.95774991
62.20528973,43.91592866
72.25398664,40.91478594
60.02180178,47.84387705
63.90436933,60.24286886
58.10062155,51.65143777
47.72775981,60.75289871
67.66794328,42.83796802
29.72304577,27.91809748
54.11275199,48.04405887
41.1040412,52.73829506
84.0790682,45.95307168
48.05265593,44.53964002
69.7942859,55.311467
48.34492598,35.72602923
49.78955777,53.1463947
63.21992275,39.61686747
39.25979141,50.97653605
64.73724067,46.88294408
64.55314718,42.31386989
64.07013571,62.30178939
64.3838933,46.72443423
45.19020596,46.01425012
52.72981304,40.98763524
42.94690894,51.51091983
60.15238354,49.93622341
55.01226091,35.23496183
53.6662603,45.83097643
73.8339108,45.50067979
35.63521878,44.35546663
52.10623266,56.22391487
47.42879588,45.72464739
42.49078849,55.32818829
50.52924024,69.94527579
62.13144945,39.13316402
43.49785375,54.35930413
63.44510091,66.56415509
36.30917925,33.55177693
60.25462122,49.28565463
36.14206392,47.91840335
38.70663225,44.81809817
54.0836361,51.31871418
51.98547518,37.88141611
69.12785786,45.06046806
48.38061918,61.49280173
45.17248632,41.80735412
56.58368699,41.59358845
62.62269631,43.79542725
57.68418254,70.37460809
55.85383896,50.08639817
48.66781419,28.07951425
63.25455797,42.80890827
53.37718616,62.71994196
66.57797559,65.96420252
51.62404162,42.3498616
40.99625295,45.41711056
41.52437303,35.30347469
47.58914645,43.0150701
77.05934376,53.10112395
51.04642675,44.96822082
51.29499522,45.19437247
56.99330117,59.74826536
59.55882738,27.75379242
62.36209026,62.52223417
48.3788279,46.04233547
58.38580177,53.57974426
77.69920855,37.74304362
62.4528736,40.64714079
39.45936701,48.51271433
60.2088734,47.30943991
50.53021533,35.95288875
50.63276254,26.30411673
56.65357695,45.44951558
57.50919091,57.83896507
59.62614885,57.89247888
52.40722135,28.8795423
63.05711167,68.66608634
60.35542564,21.5921926
58.62390106,51.08855651
80.22492531,58.81618547
72.09221821,51.03344019
47.94501708,37.33403398
58.83908854,46.04977771
42.48608703,61.93423815
35.75341148,39.19717241
40.59527718,39.66273403
49.97342135,40.37049256
49.3610163,55.48187032
52.64014087,68.49587734
37.63263868,45.84567276
47.14947394,54.08200302
67.31928931,58.05647087
55.52006738,56.48619689
76.49410347,57.27323218
57.45604039,51.21571208
86.7868805,49.33332653
43.62593566,35.65840827
61.24703823,56.63338421
60.0816201,51.92127541
58.7302246,45.48991753
52.41804268,34.36723333
48.29785234,46.37332683
45.71100436,60.50252531
62.92985016,47.82424791
70.94054337,53.21449177
64.45953226,34.32545783
53.69620817,44.25844268
63.73902941,55.77397511
55.74666094,51.90171253
67.85907061,55.85104799
56.52522362,46.46431267
54.97180307,46.12095025
59.7573744,40.76437805
58.57393022,45.8195583
35.46235806,45.62508921
45.30117956,53.53673225
45.06942723,39.23671115
66.15979692,51.37879793
54.59061945,45.95735148
45.67519303,35.16678999
60.70386767,33.47006728
77.55111003,62.58877854
55.97274435,33.13519324
75.24868564,61.16409123
65.67367122,48.27247528
41.73808196,42.0401555
48.48437952,48.4206657
47.05574498,32.92297252
51.04582643,52.58224179
58.76515803,42.79680286
66.28659193,50.96901038
36.05408864,50.89292118
58.32137146,37.66605683
59.12766981,67.73826812
45.11901809,49.74088708
40.42352224,57.61494131
35.29197184,40.50816393
63.34550861,47.6450494
57.76223673,58.59791846
62.15924508,43.82346813
57.79199519,57.83048635
61.62487254,43.60091492
59.85330736,46.91808313
41.56884821,37.53898314
61.60440086,58.03323046
60.55449129,48.39982414
47.64030948,49.86691507
40.03029812,56.85067072
64.9734422,49.1056993
65.79485421,34.68384602
48.64864552,51.82029236
44.17505974,46.53039551
60.40584779,42.99177838
72.04596764,52.11783531
41.44051257,26.40386972
41.69520156,37.37573319
69.32574897,30.71354437
57.53741076,45.27280754
73.00360575,62.95672568
50.62009061,42.70232084
35.85326854,50.77472592
71.93461062,61.51427188
64.26126486,52.00048311
65.32805379,42.14408522
64.40244529,47.21949022
80.58839103,47.4544362
52.53601651,38.76876123
72.69880413,54.17829756
50.69455718,68.23900499
51.23120471,39.48665407
63.25485531,30.40757126
46.17890625,44.7521134
53.13726498,59.45118484
62.37489975,53.08723472
46.61270121,53.8449349
60.74574941,49.69078258
37.78543536,36.8449559
58.21802567,40.78453098
47.02738035,43.38949412
51.5387183,55.20441548
91.46715082,50.47461949
74.38331832,40.90737377
65.96889168,30.41136626
52.20914397,51.41104133
83.25217839,51.26412745
48.04028262,35.00811048
62.4761645,50.84563852
65.62394215,45.92262593
73.862587,51.00996207
71.91616586,53.62351883
55.76294366,46.41155295
52.55700953,38.3282315
80.36737716,51.05531171
66.12660642,55.02002529
44.81275464,65.1418256
59.20862648,56.07358012
31.7832322,41.47267442
36.24937759,65.25179882
54.49270954,27.60253156
52.48454931,60.47995122
50.18330317,56.87837276
67.26830622,37.94782376
43.89910734,64.43775918
41.195587,37.22063937
43.10676968,47.5375269
66.13741107,46.68822475
76.11164838,45.63528067
54.99586054,56.38333439
49.43780467,52.56096918
33.95285598,68.97618281
68.48448405,60.14285772
52.81647375,43.68252187
54.56774905,43.0390851
