Symptoms,Sickness
63.17233894,NA
53.25999658,NA
62.5768068,NA
38.21933378,42.97299059
54.62713026,NA
68.86377088,NA
47.36805121,NA
47.17836611,NA
52.26830341,36.48887038
56.81858515,NA
33.24711333,NA
49.47277849,NA
60.68589684,NA
80.83142404,NA
42.50467529,NA
57.03971967,NA
55.19882953,NA
46.33438104,NA
45.98247163,NA
52.13735855,NA
44.02808045,NA
47.94531489,NA
53.11067524,NA
78.6891882,NA
48.97039345,NA
52.71051352,62.31157304
57.40374409,NA
75.16054705,NA
62.92128112,NA
51.66784119,NA
38.06230223,NA
59.86545076,NA
51.85683412,NA
55.55034559,NA
75.188306,38.47614145
58.84319864,NA
61.10638584,NA
59.64172896,NA
45.12123391,NA
46.76750836,NA
56.86375541,NA
59.65367011,NA
49.41401347,NA
49.82964454,NA
66.7530628,NA
63.74419589,NA
50.30246605,52.75032331
48.67056906,NA
52.13554733,NA
47.07608025,NA
52.71153019,NA
62.30882297,NA
49.59531225,NA
67.68798491,54.80687911
43.60712992,NA
32.16583719,NA
54.67847986,NA
69.54311761,NA
48.47525066,50.44601873
56.31985358,NA
26.36718952,NA
56.3855645,NA
49.93113161,NA
54.32171206,NA
62.8861372,55.39024013
56.44201596,38.21229229
75.5720077,NA
39.26939072,NA
52.83460013,NA
33.84201451,NA
48.38104078,NA
65.89885191,NA
51.0559397,NA
65.33959544,NA
71.96569049,NA
55.04075149,NA
62.2862793,NA
60.69481714,NA
50.60829643,NA
59.87228383,NA
59.14762322,NA
57.89870305,47.0106171
46.53369311,NA
76.90702159,NA
50.50537049,NA
54.32617963,NA
43.79662604,NA
60.48559591,NA
52.7443942,43.69827752
51.2493851,NA
61.37391913,NA
42.20401537,NA
46.28757621,NA
45.7733521,NA
33.37217283,NA
51.55205485,NA
68.35230694,NA
61.38511131,NA
71.77259854,NA
59.5102663,NA
62.13180683,NA
59.02258228,NA
67.3960907,NA
55.4964774,NA
62.98891059,NA
33.63053494,52.07647487
44.52072125,NA
45.32110527,47.06081301
56.36502981,NA
37.73853049,NA
63.47836544,NA
61.92624344,NA
39.11701787,NA
60.01154646,NA
64.53513637,NA
59.39967503,NA
58.87767976,51.49547894
54.94887036,NA
49.90720244,NA
57.40449861,NA
61.05363656,NA
36.85456944,NA
62.54399845,NA
62.10406791,33.75351845
58.72146915,NA
45.48614813,NA
58.48216573,NA
55.84711176,NA
62.86545495,NA
62.78732746,NA
52.47401259,NA
61.3849531,NA
48.36749738,NA
72.99460734,52.52873841
48.92168478,NA
71.51519185,NA
61.02389898,NA
62.97827704,NA
61.0148099,NA
57.93511074,NA
71.71338911,74.3356817
42.07516029,NA
76.24242364,NA
59.64197499,NA
68.37155059,NA
60.67691052,NA
34.67339749,NA
51.50422223,NA
69.60561282,NA
73.7194683,NA
51.1165241,46.09682138
54.2927964,NA
63.80393678,NA
63.04964007,NA
73.19419265,NA
61.16746277,75.99750689
44.84304751,NA
64.11955313,NA
68.93166315,NA
36.77304331,NA
52.02434613,NA
60.9335088,NA
42.22443643,NA
43.84922189,NA
58.79386053,NA
30.62529175,NA
55.73436129,NA
73.50031918,NA
57.77753034,NA
58.77392855,NA
27.54644928,NA
57.56608102,NA
49.67289191,NA
53.47497336,NA
61.06017858,NA
53.05544379,60.13757991
44.75518093,NA
31.1313356,NA
45.02228846,NA
40.19483459,NA
72.25001751,NA
42.23025588,NA
54.04876167,NA
72.71044203,NA
47.70666356,NA
56.7756362,NA
38.12649259,NA
66.78150289,NA
64.4194893,NA
63.91792091,NA
60.14018216,NA
51.33725587,NA
59.59480993,66.77289286
44.97391851,NA
70.55695307,NA
68.03519063,50.02225247
34.23579449,NA
68.68820863,NA
52.92423751,NA
59.54577256,NA
49.78526991,NA
41.73169758,NA
38.08088784,NA
59.66108867,NA
78.89666039,NA
24.99578174,NA
45.01315866,NA
48.97662001,NA
59.31331328,NA
54.38309502,NA
61.48078504,NA
54.31867338,NA
59.91531242,NA
68.44881392,NA
44.2114383,NA
33.42800147,NA
58.71676342,NA
73.84825398,NA
49.1355709,NA
59.04666958,38.94053103
76.48418412,49.25170492
54.16546895,NA
67.08882479,NA
59.62374839,NA
66.64207407,59.76358684
36.0371477,NA
56.16588548,NA
75.92916655,NA
54.9648754,NA
52.23760739,NA
65.86858929,NA
90.423451,NA
60.67943155,NA
47.34476202,NA
57.65289606,NA
56.04672582,NA
51.89052743,38.5019182
68.7818101,53.33525673
46.53517685,NA
57.21164537,NA
42.88551184,NA
41.3526929,NA
56.48752712,NA
67.41424638,NA
40.77056937,NA
75.19776525,NA
64.48405331,NA
56.96672085,NA
62.04275975,33.39188066
48.72763779,NA
51.09773293,59.78793313
49.48919995,NA
53.87051105,NA
60.31573679,NA
45.23543458,NA
38.47473815,NA
87.52298393,NA
51.94552868,NA
53.71680288,NA
59.20336814,NA
45.35833462,NA
61.78532683,NA
56.19527019,NA
46.14050965,NA
37.21364238,NA
56.92077594,NA
62.20528973,NA
72.25398664,NA
60.02180178,NA
63.90436933,NA
58.10062155,NA
47.72775981,NA
67.66794328,NA
29.72304577,NA
54.11275199,NA
41.1040412,NA
84.0790682,45.95307168
48.05265593,44.53964002
69.7942859,NA
48.34492598,35.72602923
49.78955777,NA
63.21992275,NA
39.25979141,NA
64.73724067,NA
64.55314718,NA
64.07013571,NA
64.3838933,NA
45.19020596,NA
52.72981304,NA
42.94690894,51.51091983
60.15238354,NA
55.01226091,35.23496183
53.6662603,NA
73.8339108,NA
35.63521878,NA
52.10623266,NA
47.42879588,NA
42.49078849,NA
50.52924024,69.94527579
62.13144945,NA
43.49785375,NA
63.44510091,NA
36.30917925,NA
60.25462122,NA
36.14206392,NA
38.70663225,44.81809817
54.0836361,NA
51.98547518,NA
69.12785786,NA
48.38061918,NA
45.17248632,NA
56.58368699,NA
62.62269631,NA
57.68418254,70.37460809
55.85383896,NA
48.66781419,NA
63.25455797,NA
53.37718616,NA
66.57797559,NA
51.62404162,42.3498616
40.99625295,45.41711056
41.52437303,NA
47.58914645,NA
77.05934376,NA
51.04642675,NA
51.29499522,NA
56.99330117,NA
59.55882738,NA
62.36209026,NA
48.3788279,NA
58.38580177,NA
77.69920855,NA
62.4528736,NA
39.45936701,NA
60.2088734,47.30943991
50.53021533,NA
50.63276254,26.30411673
56.65357695,NA
57.50919091,NA
59.62614885,NA
52.40722135,NA
63.05711167,68.66608634
60.35542564,NA
58.62390106,NA
80.22492531,NA
72.09221821,NA
47.94501708,NA
58.83908854,NA
42.48608703,NA
35.75341148,NA
40.59527718,NA
49.97342135,NA
49.3610163,NA
52.64014087,68.49587734
37.63263868,NA
47.14947394,NA
67.31928931,NA
55.52006738,NA
76.49410347,NA
57.45604039,NA
86.7868805,NA
43.62593566,NA
61.24703823,NA
60.0816201,51.92127541
58.7302246,45.48991753
52.41804268,NA
48.29785234,NA
45.71100436,NA
62.92985016,NA
70.94054337,53.21449177
64.45953226,NA
53.69620817,44.25844268
63.73902941,NA
55.74666094,NA
67.85907061,NA
56.52522362,NA
54.97180307,NA
59.7573744,NA
58.57393022,NA
35.46235806,NA
45.30117956,NA
45.06942723,NA
66.15979692,NA
54.59061945,45.95735148
45.67519303,NA
60.70386767,NA
77.55111003,NA
55.97274435,NA
75.24868564,NA
65.67367122,NA
41.73808196,NA
48.48437952,NA
47.05574498,NA
51.04582643,52.58224179
58.76515803,NA
66.28659193,NA
36.05408864,NA
58.32137146,NA
59.12766981,67.73826812
45.11901809,49.74088708
40.42352224,NA
35.29197184,NA
63.34550861,NA
57.76223673,NA
62.15924508,NA
57.79199519,NA
61.62487254,NA
59.85330736,NA
41.56884821,NA
61.60440086,NA
60.55449129,NA
47.64030948,NA
40.03029812,NA
64.9734422,NA
65.79485421,NA
48.64864552,NA
44.17505974,NA
60.40584779,NA
72.04596764,52.11783531
41.44051257,NA
41.69520156,NA
69.32574897,NA
57.53741076,NA
73.00360575,NA
50.62009061,NA
35.85326854,NA
71.93461062,NA
64.26126486,NA
65.32805379,NA
64.40244529,NA
80.58839103,NA
52.53601651,NA
72.69880413,NA
50.69455718,68.23900499
51.23120471,NA
63.25485531,NA
46.17890625,NA
53.13726498,NA
62.37489975,NA
46.61270121,NA
60.74574941,NA
37.78543536,NA
58.21802567,40.78453098
47.02738035,NA
51.5387183,NA
91.46715082,NA
74.38331832,40.90737377
65.96889168,NA
52.20914397,51.41104133
83.25217839,NA
48.04028262,NA
62.4761645,NA
65.62394215,NA
73.862587,NA
71.91616586,NA
55.76294366,NA
52.55700953,NA
80.36737716,NA
66.12660642,NA
44.81275464,NA
59.20862648,NA
31.7832322,NA
36.24937759,NA
54.49270954,NA
52.48454931,NA
50.18330317,NA
67.26830622,NA
43.89910734,NA
41.195587,NA
43.10676968,NA
66.13741107,NA
76.11164838,NA
54.99586054,NA
49.43780467,NA
33.95285598,68.97618281
68.48448405,NA
52.81647375,NA
54.56774905,NA
47.38507859,NA
56.46177662,NA
61.06612648,NA
68.97486004,NA
60.64382584,NA
61.78310985,NA
30.84173929,NA
28.99207653,NA
55.96507978,NA
67.5563359,NA
79.83894906,NA
51.82765948,NA
67.0512282,55.42265648
28.94257853,NA
67.07759261,NA
57.19820611,NA
13.75017472,NA
67.64961456,NA
50.51956793,NA
67.38071223,NA
48.67244758,NA
64.12653709,NA
62.04028933,NA
51.26156358,NA
89.29594118,70.02114132
63.28758027,74.91010291
74.43261429,NA
93.2314171,86.99072129
66.66142188,NA
106.0292569,76.62208724
88.12662984,82.21025692
62.41319362,NA
68.03539109,89.63964249
73.27013869,73.37192836
86.26194265,95.32289217
92.79728746,81.61389598
67.19172504,NA
72.87919285,72.72454804
78.78041566,76.44950632
95.88854255,NA
85.80025906,81.16148208
56.18914558,NA
64.49921035,88.40613578
63.83125783,NA
74.64617961,NA
54.63816392,71.099766
63.06057972,72.84876024
86.36507839,84.76423562
86.15398202,78.20544742
60.40051437,NA
86.71623892,85.8651431
76.93450125,NA
79.94016679,73.24015519
84.18022107,NA
64.05800811,NA
82.14450723,NA
68.3935754,NA
62.88152884,68.6122787
73.72296015,73.20952999
70.7122138,NA
49.97884222,NA
78.56995951,NA
69.34072164,NA
67.26834573,67.59306468
83.33163546,81.1535615
75.5971126,90.22738624
32.81728465,NA
60.00343344,NA
63.70154879,NA
66.873193,71.81339256
69.40987884,58.8401218
72.92110515,NA
69.30727809,71.47868537
69.30405137,66.36880635
93.68403133,NA
41.66089554,NA
66.21751788,NA
78.41540636,NA
66.46030105,NA
81.07842803,74.33379537
42.79702108,NA
74.42975548,NA
104.7159511,89.94209295
51.96557519,57.79658952
55.70885087,NA
86.56972406,71.01010566
86.13013241,89.53830969
84.69292174,NA
88.23153501,NA
99.39052286,NA
89.51641651,68.13390402
67.85000609,NA
61.07522243,NA
69.58268199,NA
75.89882502,67.18117312
71.4923323,NA
43.21184948,NA
81.58927202,82.97777318
101.9749269,NA
99.76142283,NA
62.9426842,NA
75.11416119,NA
53.20162257,72.8045336
81.21446931,NA
54.78994921,81.32777154
62.71026847,75.31516358
75.90976801,NA
87.57808153,NA
44.19934919,71.23858027
81.21465285,67.90494425
65.1637665,NA
69.56471164,NA
44.12180987,NA
57.08561204,69.23753683
